english_level,full_time,total_experience,company_type,region,title,programming_language,position,male,salary,year
4,0,0.5,Інша,Полтава,Junior,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,600.0,2022
5,1,12.0,Аутсорсингова,Львів,Senior,C++,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3000.0,2022
5,1,7.0,Продуктова,Львів,Head,Python,"СTO, Director of Engineering, Program Director, CEO, (co-)founder",1,8000.0,2022
3,1,0.5,Аутсорсингова,Не Україна,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,1250.0,2022
5,1,1.5,Аутстафінгова,Івано-Франківськ,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,900.0,2022
5,1,1.0,Аутсорсингова,Львів,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2900.0,2022
5,1,5.0,Аутсорсингова,Чернігів,Team Lead,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6040.0,2022
4,1,9.0,Продуктова,Київ,Senior,,HR/Recruiter,0,2500.0,2022
5,1,15.0,Продуктова,Тернопіль,Architect,PHP,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,9000.0,2022
5,1,10.0,Продуктова,Київ,Head,,Support,1,4500.0,2022
5,1,1.0,Аутсорсингова,Не Україна,Team Lead,Go,Game Developer / Programmer,1,6000.0,2022
6,1,5.0,Аутсорсингова,Львів,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2600.0,2022
5,1,2.0,Аутсорсингова,Харків,Middle,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2200.0,2022
2,1,5.0,Аутстафінгова,Одеса,Middle,C# / .NET,Game Developer / Programmer,1,1700.0,2022
5,0,5.0,Аутсорсингова,Дніпро,Middle,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,2400.0,2022
5,1,5.0,Продуктова,Київ,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4700.0,2022
3,1,5.0,Продуктова,Чернігів,Middle,,"Marketing, SEO, Copywriter",1,800.0,2022
4,1,15.0,Аутстафінгова,Львів,Team Lead,Python,"DevOps, SRE",1,2700.0,2022
6,1,7.0,Продуктова,Не Україна,Middle,SQL,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5000.0,2022
4,1,10.0,Продуктова,Київ,Senior,Swift,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5500.0,2022
3,1,4.0,Аутсорсингова,Хмельницький,Middle,,HTML Coder,1,3100.0,2022
4,1,3.0,Аутстафінгова,Івано-Франківськ,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3100.0,2022
5,1,2.0,Аутсорсингова,Київ,Middle,Java,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,1400.0,2022
2,1,5.0,Продуктова,Київ,Junior,,SysAdmin,1,250.0,2022
4,1,13.0,Інша,Не Україна,Middle,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,1100.0,2022
5,1,8.0,Інша,Київ,Manager,,Security Specialist,1,7000.0,2022
5,1,0.25,Продуктова,Львів,Junior,,"Designer / Artist (Graphic, UX/UI, Game, Artist, Sound etc.)",0,500.0,2022
4,1,9.0,Аутстафінгова,Київ,Senior,C# / .NET,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,2800.0,2022
4,1,1.5,Аутсорсингова,Харків,Middle,Python,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,2900.0,2022
5,1,2.0,Продуктова,Київ,Middle,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",0,3500.0,2022
4,1,2.0,Продуктова,Одеса,Middle,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,650.0,2022
5,1,5.0,Аутсорсингова,Івано-Франківськ,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3000.0,2022
3,1,0.5,Продуктова,Хмельницький,Team Lead,PHP,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5000.0,2022
5,1,3.0,Аутстафінгова,Київ,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,2000.0,2022
6,1,3.0,Продуктова,Київ,Middle,Python,"Analyst (Business, Data, System)",0,2000.0,2022
5,1,15.0,Аутстафінгова,Київ,Senior,Scala,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5500.0,2022
4,1,12.0,Аутсорсингова,Не Україна,Head,JavaScript,"СTO, Director of Engineering, Program Director, CEO, (co-)founder",1,6000.0,2022
5,1,3.0,Продуктова,Київ,Middle,,"Designer / Artist (Graphic, UX/UI, Game, Artist, Sound etc.)",0,2800.0,2022
5,0,8.0,Інша,Не Україна,Manager,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,7500.0,2022
6,1,3.0,Продуктова,Не Україна,Manager,SQL,"Analyst (Business, Data, System)",0,3000.0,2022
4,1,4.0,Продуктова,Не Україна,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2300.0,2022
5,1,4.0,Продуктова,Тернопіль,Team Lead,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2022
4,1,1.0,Стартап,Не Україна,Middle,,HR/Recruiter,0,800.0,2022
3,1,2.0,Інша,Київ,Middle,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",0,3000.0,2022
5,1,1.5,Продуктова,Одеса,Junior,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,1500.0,2022
4,1,7.0,Аутстафінгова,Львів,Team Lead,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5890.0,2022
4,1,1.5,Аутсорсингова,Київ,Junior,C++,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1300.0,2022
5,1,2.0,Аутсорсингова,Київ,Middle,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,1600.0,2022
4,1,3.0,Аутсорсингова,Миколаїв,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,7000.0,2022
3,1,1.0,Аутсорсингова,Київ,Intern/Trainee,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,800.0,2022
5,1,4.0,Аутсорсингова,Київ,Senior,,"Designer / Artist (Graphic, UX/UI, Game, Artist, Sound etc.)",1,3230.0,2022
4,1,1.0,Продуктова,Тернопіль,Middle,Python,Support,1,800.0,2022
6,1,2.0,Аутсорсингова,Львів,Junior,"Мови розробки БД (PL/SQL, Transact-SQL)",DBA,0,1600.0,2022
4,1,8.0,Продуктова,Одеса,Senior,Python,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,3000.0,2022
6,1,5.0,Продуктова,Київ,Middle,,Technical writer,1,2000.0,2022
4,1,7.0,Продуктова,Харків,Senior,,HR/Recruiter,0,2000.0,2022
6,0,6.0,Аутстафінгова,Не Україна,Team Lead,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5000.0,2022
5,1,5.0,Аутсорсингова,Не Україна,Senior,,"Designer / Artist (Graphic, UX/UI, Game, Artist, Sound etc.)",0,2200.0,2022
5,1,1.5,Аутстафінгова,Рівне,Junior,Python,"Data Science, Machine Learning, Big Data",1,1400.0,2022
4,1,6.0,Продуктова,Київ,Head,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",0,4200.0,2022
4,1,1.5,Стартап,Львів,Middle,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1200.0,2022
4,1,3.0,Аутсорсингова,Київ,Middle,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1600.0,2022
6,1,12.0,Аутсорсингова,Чернівці,Senior,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4900.0,2022
3,1,4.0,Продуктова,Дніпро,Middle,,"Analyst (Business, Data, System)",1,1250.0,2022
4,1,2.0,Аутсорсингова,Львів,Middle,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,2000.0,2022
5,1,3.0,Стартап,Не Україна,Senior,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4137.0,2022
5,0,4.0,Фриланс,Не Україна,Middle,,"Designer / Artist (Graphic, UX/UI, Game, Artist, Sound etc.)",0,2500.0,2022
5,1,4.0,Аутстафінгова,Київ,Team Lead,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5500.0,2022
5,1,3.0,Аутсорсингова,Львів,Middle,JavaScript,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,3570.0,2022
4,1,4.0,Аутсорсингова,Не Україна,Senior,Java,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,4270.0,2022
5,1,4.0,Продуктова,Київ,Middle,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2400.0,2022
5,1,3.0,Стартап,Не Україна,Tech Lead,,"СTO, Director of Engineering, Program Director, CEO, (co-)founder",1,8000.0,2022
4,1,3.0,Аутстафінгова,Львів,Middle,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3000.0,2022
4,1,2.0,Продуктова,Львів,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4000.0,2022
5,1,4.0,Продуктова,Чернівці,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,3720.0,2022
5,1,5.0,Продуктова,Київ,Senior,C# / .NET,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,3500.0,2022
5,1,0.5,Аутстафінгова,Київ,Junior,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,459.0,2022
5,1,5.0,Продуктова,Львів,Senior,Ruby,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5500.0,2022
5,1,4.0,Продуктова,Київ,Senior,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2022
5,1,1.5,Продуктова,Київ,Middle,,"Marketing, SEO, Copywriter",0,1800.0,2022
6,1,12.0,Продуктова,Львів,Senior,,"Designer / Artist (Graphic, UX/UI, Game, Artist, Sound etc.)",0,3700.0,2022
5,1,7.0,Продуктова,Не Україна,Middle,Kotlin,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4000.0,2022
5,1,2.0,Аутсорсингова,Львів,Middle,Salesforce Apex,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3000.0,2022
4,1,1.0,Продуктова,Дніпро,Middle,PHP,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,1639.0,2022
5,1,3.0,Аутстафінгова,Львів,Middle,PHP,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1250.0,2022
6,1,4.0,Інша,Київ,Middle,,"Marketing, SEO, Copywriter",0,1000.0,2022
6,1,5.0,Продуктова,Івано-Франківськ,Senior,,"Marketing, SEO, Copywriter",0,1300.0,2022
5,1,5.0,Аутсорсингова,Київ,Middle,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,3500.0,2022
4,1,10.0,Продуктова,Не Україна,Junior,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,1500.0,2022
5,1,10.0,Продуктова,Київ,Senior,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3400.0,2022
6,1,1.0,Аутсорсингова,Хмельницький,Middle,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,2400.0,2022
4,1,1.5,Аутсорсингова,Київ,Junior,,HR/Recruiter,0,800.0,2022
5,1,1.5,Продуктова,Полтава,Middle,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,900.0,2022
4,1,2.0,Аутсорсингова,Львів,Middle,SQL,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1450.0,2022
5,1,4.0,Аутстафінгова,Львів,Senior,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5200.0,2022
3,1,4.0,Продуктова,Київ,Middle,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,600.0,2022
5,1,6.0,Аутсорсингова,Київ,Senior,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4400.0,2022
5,1,2.0,Аутсорсингова,Дніпро,Middle,,"Analyst (Business, Data, System)",0,2000.0,2022
6,1,6.0,Продуктова,Не Україна,Head,,HR/Recruiter,0,3000.0,2022
6,1,4.0,Продуктова,Львів,Senior,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,7200.0,2022
5,1,0.25,Аутсорсингова,Київ,Senior,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5700.0,2022
4,1,0.5,Продуктова,Київ,Junior,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,1000.0,2022
4,1,6.0,Продуктова,Львів,Middle,Go,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5000.0,2022
4,1,5.0,Продуктова,Київ,Team Lead,,HR/Recruiter,0,1480.0,2022
4,1,1.0,Аутсорсингова,Київ,Junior,JavaScript,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,640.0,2022
5,1,10.0,Продуктова,Київ,Tech Lead,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,8500.0,2022
5,1,2.0,Аутсорсингова,Львів,Middle,Kotlin,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3855.0,2022
4,1,0.5,Аутсорсингова,Львів,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,440.0,2022
5,1,4.0,Аутстафінгова,Рівне,Senior,Scala,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6860.0,2022
5,1,4.0,Аутстафінгова,Львів,Junior,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2470.0,2022
5,1,12.0,Аутсорсингова,Чернігів,Team Lead,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5500.0,2022
3,0,2.0,Аутсорсингова,Харків,Junior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1200.0,2022
3,1,0.25,Продуктова,Полтава,Intern/Trainee,Go,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,500.0,2022
5,1,3.0,Аутсорсингова,Львів,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,1600.0,2022
5,1,4.0,Аутсорсингова,Не Україна,Senior,,"Analyst (Business, Data, System)",0,2900.0,2022
5,1,9.0,Аутсорсингова,Не Україна,Senior,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",0,4500.0,2022
5,1,6.0,Аутстафінгова,Львів,Senior,Swift,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5000.0,2022
5,1,3.0,Продуктова,Київ,Middle,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,3200.0,2022
4,1,2.0,Продуктова,Дніпро,Middle,,ERP/CRM,0,1000.0,2022
5,1,5.0,Аутсорсингова,Харків,Middle,PHP,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1995.0,2022
5,1,5.0,Аутсорсингова,Київ,Tech Lead,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5650.0,2022
4,1,3.0,Продуктова,Не Україна,Middle,PHP,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,4000.0,2022
5,1,1.5,Аутсорсингова,Київ,Manager,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,1800.0,2022
6,1,10.0,Продуктова,Не Україна,Team Lead,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,7000.0,2022
3,1,13.0,Аутсорсингова,Київ,Senior,ABAP,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2200.0,2022
5,1,7.0,Продуктова,Київ,Team Lead,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5700.0,2022
5,1,4.0,Продуктова,Не Україна,Middle,Scala,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3000.0,2022
5,0,15.0,Продуктова,Не Україна,Team Lead,Python,"Data Science, Machine Learning, Big Data",1,7500.0,2022
3,1,3.0,Аутсорсингова,Суми,Middle,Dart,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2000.0,2022
5,1,8.0,Аутсорсингова,Не Україна,Manager,,"Analyst (Business, Data, System)",0,2000.0,2022
5,1,1.5,Аутсорсингова,Львів,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,1000.0,2022
5,1,1.5,Продуктова,Київ,Middle,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,2400.0,2022
4,1,4.0,Аутсорсингова,Київ,Team Lead,Java,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,5373.0,2022
6,1,0.25,Інша,Не Україна,Junior,,Legal,1,200.0,2022
6,1,4.0,Аутстафінгова,Полтава,Middle,C++,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2000.0,2022
4,1,1.0,Продуктова,Не Україна,Junior,Python,SysAdmin,1,1100.0,2022
4,1,9.0,Аутсорсингова,Хмельницький,Intern/Trainee,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",0,500.0,2022
3,1,6.0,Аутсорсингова,Львів,Middle,,"Designer / Artist (Graphic, UX/UI, Game, Artist, Sound etc.)",1,1800.0,2022
5,1,5.0,Аутсорсингова,Тернопіль,Team Lead,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,3000.0,2022
4,1,15.0,Продуктова,Хмельницький,Middle,C++,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3500.0,2022
3,0,3.0,Продуктова,Полтава,Team Lead,PHP,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1800.0,2022
4,1,2.0,Аутсорсингова,Харків,Middle,Rust,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5000.0,2022
4,1,0.25,Аутсорсингова,Київ,Intern/Trainee,JavaScript,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,475.0,2022
5,0,10.0,Продуктова,Рівне,Middle,,"Designer / Artist (Graphic, UX/UI, Game, Artist, Sound etc.)",0,3120.0,2022
4,1,0.5,Аутстафінгова,Черкаси,Junior,JavaScript,HTML Coder,1,400.0,2022
5,1,14.0,Продуктова,Чернігів,Tech Lead,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,2500.0,2022
6,1,3.0,Продуктова,Київ,Senior,Dart,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4500.0,2022
4,1,0.5,Аутстафінгова,Черкаси,Junior,Dart,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,400.0,2022
5,1,2.0,Аутсорсингова,Не Україна,Middle,,"Analyst (Business, Data, System)",0,2150.0,2022
6,0,3.0,Інша,Харків,Head,"Мови розробки БД (PL/SQL, Transact-SQL)",SysAdmin,1,300.0,2022
4,0,1.5,Аутсорсингова,Київ,Junior,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,1000.0,2022
5,1,5.0,Аутсорсингова,Київ,Senior,,"Analyst (Business, Data, System)",1,4500.0,2022
5,1,15.0,Інша,Київ,Senior,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,12000.0,2022
5,1,1.0,Аутсорсингова,Не Україна,Junior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,1050.0,2022
5,1,4.0,Аутсорсингова,Не Україна,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2022
5,1,2.0,Аутсорсингова,Хмельницький,Junior,Go,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1600.0,2022
5,1,4.0,Аутсорсингова,Київ,Middle,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3300.0,2022
4,1,3.0,Продуктова,Львів,Middle,PHP,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2700.0,2022
3,1,1.5,Аутсорсингова,Не Україна,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1850.0,2022
4,1,1.0,Продуктова,Київ,Junior,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",0,2034.0,2022
5,1,10.0,Продуктова,Не Україна,Senior,,"Analyst (Business, Data, System)",0,3000.0,2022
5,1,1.0,Аутсорсингова,Не Україна,Junior,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,400.0,2022
5,1,1.0,Аутсорсингова,Одеса,Junior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,670.0,2022
3,1,3.0,Аутстафінгова,Київ,Junior,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1450.0,2022
6,1,1.5,Аутстафінгова,Київ,Tech Lead,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,7000.0,2022
6,0,2.0,Аутстафінгова,Львів,Middle,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2300.0,2022
4,1,15.0,Продуктова,Київ,Senior,PHP,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4000.0,2022
5,1,1.5,Аутсорсингова,Львів,Junior,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1400.0,2022
5,1,3.0,Аутсорсингова,Івано-Франківськ,Senior,Ruby,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3800.0,2022
4,1,1.5,Аутсорсингова,Львів,Middle,,HR/Recruiter,0,715.0,2022
4,1,6.0,Аутстафінгова,Не Україна,Team Lead,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3750.0,2022
5,1,1.0,Стартап,Київ,Junior,C++,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1670.0,2022
5,1,0.25,Продуктова,Київ,Senior,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2022
4,1,4.0,Продуктова,Дніпро,Middle,C# / .NET,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,3750.0,2022
5,1,1.0,Аутсорсингова,Київ,Junior,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1200.0,2022
5,1,12.0,Продуктова,Київ,Senior,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,10000.0,2022
4,1,4.0,Стартап,Київ,Middle,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3000.0,2022
3,1,1.5,Аутсорсингова,Івано-Франківськ,Junior,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,950.0,2022
4,1,15.0,Продуктова,Кропивницький,Senior,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2022
6,1,6.0,Аутстафінгова,Не Україна,Senior,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6500.0,2022
5,1,10.0,Аутсорсингова,Рівне,Team Lead,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5000.0,2022
3,0,0.5,Продуктова,Дніпро,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,224.0,2022
6,1,2.0,Продуктова,Не Україна,Head,C# / .NET,"СTO, Director of Engineering, Program Director, CEO, (co-)founder",1,10000.0,2022
6,1,14.0,Аутстафінгова,Вінниця,Senior,SQL,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6650.0,2022
4,1,2.0,Аутсорсингова,Львів,Middle,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2350.0,2022
4,1,0.25,Стартап,Київ,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6200.0,2022
5,1,15.0,Аутсорсингова,Івано-Франківськ,Team Lead,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5800.0,2022
4,1,8.0,Продуктова,Київ,Senior,Rust,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3800.0,2022
5,1,5.0,Аутсорсингова,Київ,Senior,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4000.0,2022
5,0,3.0,Аутстафінгова,Київ,Middle,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1800.0,2022
4,1,7.0,Аутстафінгова,Тернопіль,Senior,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3100.0,2022
3,1,3.0,Інша,Львів,Middle,1С,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1400.0,2022
3,1,1.5,Продуктова,Київ,Middle,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1200.0,2022
3,0,3.0,Аутсорсингова,Одеса,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1500.0,2022
4,1,4.0,Аутсорсингова,Львів,Middle,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2250.0,2022
4,1,1.0,Продуктова,Київ,Junior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,800.0,2022
2,1,4.0,Продуктова,Київ,Junior,Інше,"DevOps, SRE",1,2600.0,2022
4,1,9.0,Продуктова,Не Україна,Tech Lead,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2022
6,1,15.0,Продуктова,Львів,Head,C# / .NET,"СTO, Director of Engineering, Program Director, CEO, (co-)founder",1,12000.0,2022
2,1,2.0,Продуктова,Харків,Middle,C# / .NET,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,1200.0,2022
4,1,1.5,Продуктова,Київ,Middle,Python,"DevOps, SRE",1,2800.0,2022
5,0,5.0,Аутсорсингова,Львів,Middle,C++,Game Developer / Programmer,1,3200.0,2022
5,1,5.0,Стартап,Київ,Team Lead,Rust,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6700.0,2022
